EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,N2030,N2040,N2050,N2060,N2070,N2080
3052,ZAPATA COUNTY,MUNICIPAL,M,ZAPATA,N,0,0,0,0,0,0
3053,ZAVALA COUNTY WCID 1,MUNICIPAL,L,ZAVALA,N,0,0,0,0,0,0
3054,DEANVILLE WSC,MUNICIPAL,G,BURLESON,N,0,0,0,0,0,0
3055,DENTON COUNTY FWSD 7,MUNICIPAL,C,DENTON,N,8,949,1532,1711,1882,2008
3056,PROVIDENCE VILLAGE WCID,MUNICIPAL,C,DENTON,N,2,255,411,459,505,539
3057,DENTON COUNTY FWSD 10,MUNICIPAL,C,DENTON,N,3,326,525,587,646,689
3058,WYLIE NORTHEAST SUD,MUNICIPAL,C,COLLIN,N,161,502,935,1226,1395,1481
3059,NUECES WSC,MUNICIPAL,N,NUECES,N,0,0,0,0,0,0
3060,SEIS LAGOS UD,MUNICIPAL,C,COLLIN,N,57,140,222,282,320,340
3061,HARRIS COUNTY MUD 278,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3062,HARRIS COUNTY MUD 400,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3063,HARRIS COUNTY MUD 49,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3064,HARRIS COUNTY MUD 96,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3065,HARRIS COUNTY MUD 148,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3066,HARRIS COUNTY WCID 74,MUNICIPAL,H,HARRIS,N,0,138,155,156,149,149
3067,KIRKMONT MUD,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3068,NEWPORT MUD,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3069,THE COMMONS WATER SUPPLY,MUNICIPAL,H,HARRIS,N,0,102,102,102,102,102
3070,FORT BEND COUNTY MUD 121,MUNICIPAL,H,FORT BEND,N,274,272,272,272,272,272
3071,HARRIS COUNTY MUD 106,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3072,HARRIS COUNTY MUD 290,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3073,HARRIS COUNTY MUD 221,MUNICIPAL,H,HARRIS,N,0,107,117,120,130,134
3074,HARRIS COUNTY WCID 96,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3075,MONTGOMERY COUNTY MUD 15,MUNICIPAL,H,MONTGOMERY,N,193,279,331,361,386,410
3076,GREATER GARDENDALE WSC,MUNICIPAL,F,ECTOR,Y,0,11,59,94,124,155
3076,GREATER GARDENDALE WSC,MUNICIPAL,F,MIDLAND,Y,0,7,41,68,92,116
3077,RIVERBEND WATER RESOURCES DISTRICT,MUNICIPAL,D,BOWIE,N,380,375,371,365,359,353
3078,TEXAS A&M UNIVERSITY,MUNICIPAL,G,BRAZOS,N,4349,3988,3988,3988,3988,3988
3079,PALOMA CREEK NORTH,MUNICIPAL,C,DENTON,N,3,337,543,607,667,712
3081,NORTH CHANNEL WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,2505,2504,2504,2504,2504,2504
3082,SIENNA PLANTATION,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,0
3085,"MINING, KING",MINING,B,KING,N,0,0,0,0,0,0
3090,"MINING, ARCHER",MINING,B,ARCHER,N,0,0,0,0,0,0
3091,"MINING, FLOYD",MINING,O,FLOYD,N,0,0,0,0,0,0
3094,"MINING, HARTLEY",MINING,A,HARTLEY,N,0,0,0,0,0,0
3096,"MINING, HEMPHILL",MINING,A,HEMPHILL,N,0,0,0,0,0,0
3100,"IRRIGATION, CORYELL",IRRIGATION,G,CORYELL,N,0,0,0,0,0,0
3102,"IRRIGATION, TITUS",IRRIGATION,D,TITUS,N,0,0,0,0,0,0
3103,"IRRIGATION, RAINS",IRRIGATION,D,RAINS,N,3,3,3,3,3,3
3104,"IRRIGATION, GREGG",IRRIGATION,D,GREGG,N,0,0,0,0,0,0
3105,"IRRIGATION, FRANKLIN",IRRIGATION,D,FRANKLIN,N,0,0,0,0,0,0
3106,"IRRIGATION, NAVARRO",IRRIGATION,C,NAVARRO,N,0,0,0,0,0,0
3107,"IRRIGATION, JACK",IRRIGATION,C,JACK,N,0,0,0,0,0,0
3111,"IRRIGATION, JASPER",IRRIGATION,I,JASPER,N,0,0,0,0,0,0
3112,"IRRIGATION, PANOLA",IRRIGATION,I,PANOLA,N,0,0,0,0,0,0
3115,BRIARCLIFF,MUNICIPAL,K,TRAVIS,N,76,181,274,366,470,588
3124,EAST GARRETT WSC,MUNICIPAL,C,ELLIS,N,0,0,0,0,3,30
3127,HORSESHOE BAY,MUNICIPAL,K,BURNET,Y,0,0,0,22,63,110
3127,HORSESHOE BAY,MUNICIPAL,K,LLANO,Y,0,0,0,0,0,134
3133,BUTLER WSC,MUNICIPAL,C,FREESTONE,N,0,0,0,0,0,0
3134,TRAVIS COUNTY WCID POINT VENTURE,MUNICIPAL,K,TRAVIS,N,125,210,314,440,593,778
3136,SCOTLAND,MUNICIPAL,B,ARCHER,N,0,0,0,0,0,0
3137,SMILEY,MUNICIPAL,L,GONZALES,N,0,0,0,0,0,0
3138,SUNSET VALLEY,MUNICIPAL,K,TRAVIS,N,0,244,244,244,244,244
3142,WESTLAKE,MUNICIPAL,C,TARRANT,N,483,1108,1625,2238,2865,3520
3143,FORT BEND COUNTY MUD 81,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,0
3146,BI COUNTY WSC,MUNICIPAL,D,CAMP,Y,0,0,0,0,0,0
3146,BI COUNTY WSC,MUNICIPAL,D,MORRIS,Y,0,0,0,0,0,0
3146,BI COUNTY WSC,MUNICIPAL,D,TITUS,Y,0,0,0,0,0,0
3146,BI COUNTY WSC,MUNICIPAL,D,UPSHUR,Y,0,0,0,0,0,0
3147,BLOCK HOUSE MUD,MUNICIPAL,G,WILLIAMSON,N,0,0,0,0,0,0
3148,BOLIVAR PENINSULA SUD,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
3149,BRIGHT STAR SALEM SUD,MUNICIPAL,D,RAINS,Y,0,0,0,0,0,0
3149,BRIGHT STAR SALEM SUD,MUNICIPAL,D,WOOD,Y,0,0,0,0,0,0
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,K,BLANCO,Y,15,15,17,18,19,19
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,K,HAYS,Y,34,38,42,46,47,48
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,K,TRAVIS,Y,34,38,42,46,48,48
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,L,COMAL,Y,0,238,2911,4646,11151,18336
3150,CANYON LAKE WATER SERVICE,MUNICIPAL,L,MEDINA,Y,0,1,12,17,32,43
3151,CENTRAL BOWIE COUNTY WSC,MUNICIPAL,D,BOWIE,N,769,769,776,783,790,797
3152,CLEAR BROOK CITY MUD,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
3153,COLEMAN COUNTY SUD,MUNICIPAL,F,BROWN,Y,3,3,3,3,3,3
3153,COLEMAN COUNTY SUD,MUNICIPAL,F,COLEMAN,Y,65,61,58,55,53,51
3153,COLEMAN COUNTY SUD,MUNICIPAL,F,RUNNELS,Y,2,2,2,2,2,1
3153,COLEMAN COUNTY SUD,MUNICIPAL,G,CALLAHAN,Y,4,5,5,5,5,5
3153,COLEMAN COUNTY SUD,MUNICIPAL,G,TAYLOR,Y,4,5,5,5,5,5
3154,COMBINED CONSUMERS SUD,MUNICIPAL,D,HUNT,Y,0,0,0,0,0,0
3154,COMBINED CONSUMERS SUD,MUNICIPAL,D,VAN ZANDT,Y,0,0,0,0,0,0
3155,CONCHO RURAL WATER,MUNICIPAL,F,TOM GREEN,N,5,0,7,18,27,36
3156,THE CONSOLIDATED WSC,MUNICIPAL,I,ANDERSON,Y,0,0,0,0,0,0
3156,THE CONSOLIDATED WSC,MUNICIPAL,I,HOUSTON,Y,0,0,0,0,0,0
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,CAMP,Y,0,0,0,0,0,0
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,FRANKLIN,Y,0,0,0,0,0,0
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,HOPKINS,Y,0,0,0,0,0,0
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,TITUS,Y,0,0,0,0,0,0
3157,CYPRESS SPRINGS SUD,MUNICIPAL,D,WOOD,Y,0,0,0,0,0,0
3158,DEAN DALE WSC,MUNICIPAL,B,CLAY,Y,0,0,0,0,0,0
3158,DEAN DALE WSC,MUNICIPAL,B,WICHITA,Y,0,0,0,0,0,0
3159,DIANA SUD,MUNICIPAL,D,HARRISON,Y,0,0,0,0,0,0
3159,DIANA SUD,MUNICIPAL,D,MARION,Y,0,0,0,0,0,0
3159,DIANA SUD,MUNICIPAL,D,UPSHUR,Y,0,0,0,0,0,0
3160,EAST BELL WSC,MUNICIPAL,G,BELL,Y,0,0,0,0,0,0
3160,EAST BELL WSC,MUNICIPAL,G,FALLS,Y,0,0,0,0,0,0
3161,EAST CENTRAL SUD,MUNICIPAL,L,BEXAR,Y,3045,3842,4570,5222,5960,6811
3161,EAST CENTRAL SUD,MUNICIPAL,L,GUADALUPE,Y,99,134,176,213,266,318
3161,EAST CENTRAL SUD,MUNICIPAL,L,WILSON,Y,45,59,84,109,129,140
3162,EAST MEDINA COUNTY SUD,MUNICIPAL,L,MEDINA,N,0,0,0,0,23,58
3163,EL JARDIN WSC,MUNICIPAL,M,CAMERON,N,185,211,224,220,216,212
6195,410 WSC,MUNICIPAL,D,RED RIVER,N,135,122,106,94,81,68
6196,AFTON GROVE WSC,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
6197,AIR FORCE VILLAGE II INC,MUNICIPAL,L,BEXAR,N,0,0,0,0,0,0
6198,AIRLINE MOBILE HOME PARK LTD,MUNICIPAL,F,MIDLAND,N,0,0,0,0,0,0
6199,ANDERSON COUNTY CEDAR CREEK WSC,MUNICIPAL,I,ANDERSON,N,0,0,0,0,0,0
6200,ARCHER COUNTY MUD 1,MUNICIPAL,B,ARCHER,N,0,0,0,0,0,0
6201,ARLEDGE RIDGE WSC,MUNICIPAL,C,FANNIN,N,0,0,0,0,0,0
6202,AUSTIN COUNTY WSC,MUNICIPAL,H,AUSTIN,N,0,0,0,0,0,0
6203,AVALON WATER SUPPLY & SEWER SERVICE,MUNICIPAL,C,ELLIS,N,0,0,2,17,34,53
6204,AXTELL WSC,MUNICIPAL,G,MCLENNAN,N,16,58,100,143,186,228
6205,B AND B WSC,MUNICIPAL,C,NAVARRO,N,0,8,30,52,76,103
6206,B B S WSC,MUNICIPAL,C,HENDERSON,Y,0,0,0,0,0,0
6206,B B S WSC,MUNICIPAL,I,ANDERSON,Y,0,0,0,0,0,0
6207,B C Y WSC,MUNICIPAL,I,ANDERSON,N,0,0,0,0,0,0
6208,B H P WSC,MUNICIPAL,D,HUNT,N,53,134,217,288,357,414
6209,BAFFIN BAY WSC,MUNICIPAL,N,KLEBERG,N,0,0,0,0,0,0
6210,BALMORHEA,MUNICIPAL,F,REEVES,N,16,39,62,76,91,109
6211,BANDERA COUNTY FWSD 1,MUNICIPAL,J,BANDERA,N,0,0,0,0,0,0
6212,BARSTOW,MUNICIPAL,F,WARD,N,0,0,0,0,0,0
6213,BARTON CREEK WSC,MUNICIPAL,K,TRAVIS,N,76,106,133,161,193,228
6214,BATESVILLE WSC,MUNICIPAL,L,ZAVALA,N,0,0,0,0,0,0
6215,BAYBROOK MUD 1,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6216,BAYLOR SUD,MUNICIPAL,B,ARCHER,Y,0,0,0,0,0,0
6216,BAYLOR SUD,MUNICIPAL,B,BAYLOR,Y,0,0,0,0,0,0
6216,BAYLOR SUD,MUNICIPAL,B,YOUNG,Y,0,0,0,0,0,0
6216,BAYLOR SUD,MUNICIPAL,G,THROCKMORTON,Y,0,0,0,0,0,0
6216,BAYLOR SUD,MUNICIPAL,G,YOUNG,Y,0,0,0,0,0,0
6217,BAYVIEW MUD,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
6218,BECKER JIBA WSC,MUNICIPAL,C,KAUFMAN,N,33,135,275,399,518,638
6219,BELL COUNTY WCID 3,MUNICIPAL,G,BELL,N,374,756,1351,1947,2092,2237
6220,BEN WHEELER WSC,MUNICIPAL,D,VAN ZANDT,Y,0,36,83,134,186,230
6220,BEN WHEELER WSC,MUNICIPAL,I,SMITH,Y,0,0,0,0,0,0
6222,BIROME WSC,MUNICIPAL,G,HILL,Y,0,0,0,0,0,0
6222,BIROME WSC,MUNICIPAL,G,LIMESTONE,Y,0,0,0,0,0,0
6222,BIROME WSC,MUNICIPAL,G,MCLENNAN,Y,0,0,0,0,0,0
6223,BLACK ROCK WSC,MUNICIPAL,C,DENTON,N,0,1,101,203,315,439
6224,BLACKJACK WSC,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
6225,BLOCKER CROSSROADS WSC,MUNICIPAL,D,HARRISON,N,0,0,0,0,0,0
6226,BLUE RIDGE WEST MUD,MUNICIPAL,H,FORT BEND,N,0,0,2,33,45,57
6227,BOIS D ARC MUD,MUNICIPAL,C,FANNIN,Y,0,49,93,133,174,216
6227,BOIS D ARC MUD,MUNICIPAL,D,LAMAR,Y,0,0,1,1,1,1
6228,BOLD SPRINGS WSC,MUNICIPAL,G,HILL,Y,0,0,0,0,0,0
6228,BOLD SPRINGS WSC,MUNICIPAL,G,MCLENNAN,Y,0,0,0,0,0,0
6229,BOLING MWD,MUNICIPAL,K,WHARTON,N,0,0,0,0,0,0
6230,BRASHEAR WSC,MUNICIPAL,D,HOPKINS,N,0,0,0,0,0,0
6231,BRAZORIA COUNTY MUD 25,MUNICIPAL,H,BRAZORIA,N,31,47,52,57,59,60
6232,BRAZORIA COUNTY MUD 29,MUNICIPAL,H,BRAZORIA,N,119,139,146,151,159,164
6233,BROOKELAND FWSD,MUNICIPAL,I,JASPER,Y,0,0,0,0,0,0
6233,BROOKELAND FWSD,MUNICIPAL,I,NEWTON,Y,0,0,0,0,0,0
6233,BROOKELAND FWSD,MUNICIPAL,I,SABINE,Y,0,0,0,0,0,0
6234,BURNS REDBANK WSC,MUNICIPAL,D,BOWIE,N,260,274,291,310,329,349
6235,CALLAHAN COUNTY WSC,MUNICIPAL,G,CALLAHAN,N,0,0,0,0,0,0
6236,CALLISBURG WSC,MUNICIPAL,C,COOKE,N,0,0,0,0,0,0
6237,CANEY CREEK MUD OF MATAGORDA COUNTY,MUNICIPAL,K,MATAGORDA,N,0,0,0,0,0,0
6238,CAPE ROYALE UD,MUNICIPAL,H,SAN JACINTO,N,0,0,0,0,0,0
6239,CARO WSC,MUNICIPAL,I,NACOGDOCHES,N,0,0,0,0,0,0
6240,CARRIZO HILL WSC,MUNICIPAL,L,DIMMIT,N,0,0,0,12,44,67
6241,CARROLL WSC,MUNICIPAL,D,SMITH,Y,0,0,0,0,0,0
6241,CARROLL WSC,MUNICIPAL,D,VAN ZANDT,Y,0,0,0,0,0,0
6241,CARROLL WSC,MUNICIPAL,I,SMITH,Y,0,0,0,0,0,0
6242,CEGO-DURANGO WSC,MUNICIPAL,G,FALLS,N,0,27,58,84,118,167
6243,CENTERVILLE WSC,MUNICIPAL,I,TRINITY,N,0,0,0,0,0,0
6244,CENTRAL BOSQUE WSC,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
6245,CENTRAL TEXAS COLLEGE DISTRICT,MUNICIPAL,G,BELL,Y,160,160,160,160,160,160
6245,CENTRAL TEXAS COLLEGE DISTRICT,MUNICIPAL,G,CORYELL,Y,0,0,0,0,0,0
6246,CENTRAL WASHINGTON COUNTY WSC,MUNICIPAL,G,WASHINGTON,N,0,0,0,0,0,0
6247,CHAMBERS COUNTY MUD 1,MUNICIPAL,H,CHAMBERS,N,0,0,0,0,0,0
6248,CHAPPELL HILL WSC,MUNICIPAL,G,WASHINGTON,N,0,0,0,0,0,0
6249,CHATEAU WOODS MUD,MUNICIPAL,H,MONTGOMERY,N,12,87,138,174,196,219
6250,CHATT WSC,MUNICIPAL,G,HILL,N,100,110,119,128,142,152
6251,CHESTER WSC,MUNICIPAL,I,POLK,Y,0,0,0,0,0,0
6251,CHESTER WSC,MUNICIPAL,I,TYLER,Y,0,0,0,0,0,0
6252,CHOICE WSC,MUNICIPAL,I,SAN AUGUSTINE,Y,0,0,0,0,0,0
6252,CHOICE WSC,MUNICIPAL,I,SHELBY,Y,0,0,0,0,0,0
6253,CLEAR WATER ESTATES WATER SYSTEM,MUNICIPAL,L,COMAL,N,100,528,1098,1822,2649,3596
6254,CORINTHIAN POINT MUD 2,MUNICIPAL,H,MONTGOMERY,N,1,10,26,37,45,53
6255,CORNERSVILLE WSC,MUNICIPAL,D,FRANKLIN,Y,0,0,0,0,0,0
6255,CORNERSVILLE WSC,MUNICIPAL,D,HOPKINS,Y,0,0,0,0,0,0
6255,CORNERSVILLE WSC,MUNICIPAL,D,WOOD,Y,0,0,0,0,0,0
6256,CORPUS CHRISTI NAVAL AIR STATION,MUNICIPAL,N,NUECES,N,0,0,0,0,0,0
6257,COTTONWOOD CREEK MUD 1,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
6258,COUNTRY TERRACE WATER,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6259,CRESCENT HEIGHTS WSC,MUNICIPAL,C,HENDERSON,N,0,0,0,0,0,0
6260,CRYSTAL FARMS WSC,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
6261,CYPRESS CREEK WSC,MUNICIPAL,I,TYLER,N,0,0,0,0,0,0
6262,CYPRESS RANCH WCID 1,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
6263,DADS SUPPORTED LIVING CENTER,MUNICIPAL,F,TOM GREEN,N,0,0,0,0,0,0
6264,DAMASCUS-STRYKER WSC,MUNICIPAL,I,POLK,N,0,0,0,0,0,0
6265,DARROUZETT,MUNICIPAL,A,LIPSCOMB,N,0,0,0,0,0,0
6267,DELTA COUNTY MUD,MUNICIPAL,C,FANNIN,Y,0,0,0,0,0,0
6267,DELTA COUNTY MUD,MUNICIPAL,D,DELTA,Y,0,0,0,0,0,0
6268,DESERT WSC,MUNICIPAL,C,COLLIN,Y,0,0,0,0,0,0
6268,DESERT WSC,MUNICIPAL,C,FANNIN,Y,0,0,0,0,0,0
6268,DESERT WSC,MUNICIPAL,C,GRAYSON,Y,0,0,0,0,0,0
6269,DEVERS,MUNICIPAL,H,LIBERTY,N,0,0,0,0,0,0
6270,DODGE OAKHURST WSC,MUNICIPAL,H,SAN JACINTO,Y,0,0,0,0,0,0
6270,DODGE OAKHURST WSC,MUNICIPAL,H,WALKER,Y,0,0,35,110,219,367
6271,DOGWOOD ESTATES WATER,MUNICIPAL,C,HENDERSON,N,0,0,0,0,0,0
6272,DOMESTIC WATER,MUNICIPAL,H,MONTGOMERY,N,4,24,39,53,64,71
6273,DORCHESTER,MUNICIPAL,C,GRAYSON,N,0,0,0,0,0,0
6274,E M C WSC,MUNICIPAL,D,CASS,Y,0,0,0,0,0,0
6274,E M C WSC,MUNICIPAL,D,MARION,Y,0,0,0,0,0,0
6276,EAST CRAWFORD WSC,MUNICIPAL,G,MCLENNAN,N,116,133,148,162,179,197
6277,EAST LAMAR WSC,MUNICIPAL,I,SHELBY,N,0,0,0,0,0,0
6278,EAST MONTANA WATER SYSTEM,MUNICIPAL,E,EL PASO,N,0,0,0,0,0,0
6279,EBENEZER WSC,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
6280,EDOM WSC,MUNICIPAL,D,VAN ZANDT,Y,46,51,56,59,60,60
6280,EDOM WSC,MUNICIPAL,I,HENDERSON,Y,21,24,23,24,26,27
6281,EL SAUZ WSC,MUNICIPAL,M,STARR,N,62,76,87,91,95,99
6282,EL TANQUE WSC,MUNICIPAL,M,STARR,N,24,0,0,0,0,0
6283,ELMO WSC,MUNICIPAL,C,KAUFMAN,N,17,48,88,126,163,200
6284,EMERALD BAY MUD,MUNICIPAL,I,SMITH,N,0,0,0,0,0,0
6285,EOL WSC,MUNICIPAL,G,MCLENNAN,N,0,0,0,0,0,0
6286,ESPERANZA WATER SERVICE,MUNICIPAL,E,HUDSPETH,N,0,0,0,0,0,0
6287,ETOILE WSC,MUNICIPAL,I,NACOGDOCHES,N,0,0,0,0,0,0
6288,EULA WSC,MUNICIPAL,G,CALLAHAN,N,136,140,144,149,153,159
6289,FALCON RURAL WSC,MUNICIPAL,M,ZAPATA,N,0,0,0,0,0,0
6290,FAR HILLS UD,MUNICIPAL,H,MONTGOMERY,N,4,37,76,109,135,159
6291,FAYETTE COUNTY WCID MONUMENT HILL,MUNICIPAL,K,FAYETTE,N,0,0,0,0,0,0
6292,FEDERAL CORRECTIONAL INSTITUTION LA TUNA,MUNICIPAL,E,EL PASO,N,0,0,0,0,0,0
6293,FIRST COLONY MUD 9,MUNICIPAL,H,FORT BEND,N,0,8,51,90,132,168
6294,FIVE WAY WSC,MUNICIPAL,I,SHELBY,N,0,0,0,0,0,0
6295,FLAT FORK WSC,MUNICIPAL,I,SHELBY,N,0,0,0,0,0,0
6296,FLAT WSC,MUNICIPAL,G,CORYELL,N,92,96,99,97,95,94
6297,FOLLETT,MUNICIPAL,A,LIPSCOMB,N,0,0,0,0,0,0
6298,FOREST HILLS MUD,MUNICIPAL,H,HARRIS,N,0,17,17,17,100,14
6299,FORT BEND COUNTY MUD 115,MUNICIPAL,H,FORT BEND,N,0,4,45,53,70,80
6300,FORT BEND COUNTY MUD 128,MUNICIPAL,H,FORT BEND,N,173,207,224,224,270,330
6301,FORT BEND COUNTY MUD 140,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,0
6302,FORT BEND COUNTY MUD 149,MUNICIPAL,H,FORT BEND,N,0,1,28,31,34,52
6303,FORT BEND COUNTY MUD 152,MUNICIPAL,H,FORT BEND,N,0,0,1,21,40,41
6304,FORT BEND COUNTY MUD 155,MUNICIPAL,H,FORT BEND,N,0,81,180,258,326,365
6305,FORT BEND COUNTY MUD 158,MUNICIPAL,H,FORT BEND,N,0,33,78,113,144,162
6306,FORT BEND COUNTY MUD 162,MUNICIPAL,H,FORT BEND,N,0,0,12,28,76,97
6308,FORT BEND COUNTY MUD 24,MUNICIPAL,H,FORT BEND,N,0,17,17,17,18,19
6309,FORT BEND COUNTY MUD 26,MUNICIPAL,H,FORT BEND,N,0,18,27,49,60,71
6310,FORT BEND COUNTY MUD 42,MUNICIPAL,H,FORT BEND,N,0,19,31,43,55,69
6311,FORT BEND COUNTY MUD 46,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,0
6312,FORT BEND COUNTY MUD 47,MUNICIPAL,H,FORT BEND,N,0,0,0,0,0,0
6313,FORT BEND COUNTY MUD 48,MUNICIPAL,H,FORT BEND,N,0,3,7,24,33,37
6314,FORT BEND COUNTY MUD 49,MUNICIPAL,H,FORT BEND,N,13,14,14,14,18,18
6315,FORT BEND COUNTY MUD 5,MUNICIPAL,H,FORT BEND,N,0,27,55,68,71,73
6316,FORT BEND COUNTY WCID 3,MUNICIPAL,H,FORT BEND,N,0,0,0,0,18,29
6317,FORT GATES WSC,MUNICIPAL,G,CORYELL,N,192,203,210,207,206,203
6318,FORT SAM HOUSTON,MUNICIPAL,L,BEXAR,N,14151,14142,14142,14142,14142,14142
6319,FRANKSTON RURAL WSC,MUNICIPAL,I,ANDERSON,N,0,0,0,0,0,0
6320,FROGNOT WSC,MUNICIPAL,C,COLLIN,Y,0,0,0,0,0,0
6320,FROGNOT WSC,MUNICIPAL,C,FANNIN,Y,0,0,0,0,0,0
6320,FROGNOT WSC,MUNICIPAL,D,HUNT,Y,0,0,0,0,0,0
6321,FRUITVALE WSC,MUNICIPAL,D,VAN ZANDT,N,0,3,18,43,76,95
6322,GAFFORD CHAPEL WSC,MUNICIPAL,D,HOPKINS,N,0,0,0,0,0,0
6323,GALVESTON COUNTY WCID 12,MUNICIPAL,H,GALVESTON,N,0,0,0,0,0,0
6324,GARFIELD WSC,MUNICIPAL,K,TRAVIS,N,0,0,0,0,0,0
6325,GASTON WSC,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
6326,GLENDALE WSC,MUNICIPAL,H,TRINITY,N,0,0,0,0,0,0
6327,GLENWOOD WSC,MUNICIPAL,D,GREGG,Y,0,0,0,0,0,0
6327,GLENWOOD WSC,MUNICIPAL,D,UPSHUR,Y,0,0,0,0,0,0
6328,GOODFELLOW AIR FORCE BASE,MUNICIPAL,F,TOM GREEN,N,93,69,94,117,139,160
6329,GOODSPRINGS WSC,MUNICIPAL,I,RUSK,N,0,0,0,0,0,0
6330,GORDON,MUNICIPAL,G,ERATH,Y,2,2,2,2,2,2
6330,GORDON,MUNICIPAL,G,PALO PINTO,Y,164,164,162,162,161,159
6331,GRANDFALLS,MUNICIPAL,F,WARD,N,0,0,0,0,0,0
6332,GREENWOOD WATER,MUNICIPAL,F,MIDLAND,N,0,0,0,0,0,0
6333,GUM CREEK WSC,MUNICIPAL,I,CHEROKEE,N,0,0,0,0,0,0
6334,HACIENDAS DEL NORTE WID,MUNICIPAL,E,EL PASO,N,0,0,0,0,0,0
6335,HAMBY WSC,MUNICIPAL,G,CALLAHAN,Y,0,0,0,0,0,0
6335,HAMBY WSC,MUNICIPAL,G,JONES,Y,0,0,0,0,0,0
6335,HAMBY WSC,MUNICIPAL,G,SHACKELFORD,Y,0,0,0,0,0,0
6335,HAMBY WSC,MUNICIPAL,G,TAYLOR,Y,0,0,0,0,0,0
6336,HARDIN COUNTY WCID 1,MUNICIPAL,I,HARDIN,N,0,0,0,0,0,0
6337,HARLETON WSC,MUNICIPAL,D,HARRISON,Y,0,0,0,0,0,0
6337,HARLETON WSC,MUNICIPAL,D,MARION,Y,0,0,0,0,0,0
6338,HARRIS COUNTY FWSD 1-A,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6339,HARRIS COUNTY FWSD 27,MUNICIPAL,H,HARRIS,N,36,84,103,113,168,150
6340,HARRIS COUNTY FWSD 58,MUNICIPAL,H,HARRIS,N,0,68,68,68,68,68
6341,HARRIS COUNTY MUD 122,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6342,HARRIS COUNTY MUD 216,MUNICIPAL,H,HARRIS,N,0,107,105,103,105,107
6343,HARRIS COUNTY MUD 321,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6344,HARRIS COUNTY MUD 342,MUNICIPAL,H,HARRIS,N,0,152,277,336,338,352
6345,HARRIS COUNTY MUD 344,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6346,HARRIS COUNTY MUD 36,MUNICIPAL,H,HARRIS,N,0,142,326,403,408,433
6347,HARRIS COUNTY MUD 361,MUNICIPAL,H,HARRIS,N,0,119,146,158,173,179
6348,HARRIS COUNTY MUD 372,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6349,HARRIS-MONTGOMERY COUNTIES MUD 386,MUNICIPAL,H,MONTGOMERY,N,0,0,0,0,0,0
6350,HARRIS COUNTY MUD 412,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6351,HARRIS COUNTY MUD 420,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6352,HARRIS COUNTY MUD 58,MUNICIPAL,H,HARRIS,N,0,52,52,52,52,52
6353,HARRIS COUNTY WCID 156,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
6354,HARRIS COUNTY WCID 70,MUNICIPAL,H,HARRIS,N,0,45,45,45,45,45
6355,HARRIS COUNTY WCID 89,MUNICIPAL,H,HARRIS,N,0,0,0,0,0,0
